English Text,Chinese Translation
"<blockquote><p><strong>Requirements: </strong>you must have mastered the <strong>Mutant</strong> Class, and must have acquired the <strong>Akromorphosis</strong> Skill.</p></blockquote><p>You gain the following benefits based on the current Category of your <strong>unarmed strikes</strong>.</p><ul><li><p><strong>Arcane, brawling, dagger, thrown</strong>: your attacks with unarmed strikes treat the Defense of each target as being equal to their current Insight die size.</p></li><li><p><strong>Bow, sword</strong>: your attacks with <strong>unarmed strikes</strong> that target <strong>two or more creatures</strong> deal 5 extra damage.</p></li><li><p><strong>Firearm, heavy</strong>: your <strong>unarmed strikes</strong> deal 5 extra damage to <strong>constructs</strong>, and deal 5 extra damage to non-<strong>construct</strong> creatures who have at least one <strong>shield</strong> and/or <strong>martial armor</strong> equipped.</p></li><li><p><strong>Flail, spear</strong>: you gain a +2 bonus to Defense, and your attacks with <strong>unarmed strikes</strong> may target <strong>flying</strong> creatures.</p></li></ul><p>If your <strong>unarmed strikes</strong> are treated as belonging to <strong>more than one Category</strong> (for instance due to the @UUID[Compendium.projectfu.heroic-skills.Item.s316rQUTr3lgeTx7]{Blade Adept} Heroic Skill; see <strong>High Fantasy Atlas, </strong>page <strong>154</strong>), you gain all the benefits of the corresponding Categories.</p>",
Greater Chloromancy,
"<blockquote><p><strong>Requirements:</strong> you must have mastered the <strong>Floralist</strong> Class</p></blockquote><p><span class=""fontstyle0"">Once per turn when a </span><span class=""fontstyle2""><strong>magiseed</strong> </span><span class=""fontstyle0"">leaves your </span><span class=""fontstyle2""><strong>garden</strong></span><span class=""fontstyle0"">, if that </span><span class=""fontstyle2""><strong>magiseed</strong> </span><span class=""fontstyle0"">has one or more ""at the end of your turn"" effects, you may spend </span>20<span class=""fontstyle0""> Mind Points. If you do, reproduce </span><span class=""fontstyle2""><strong>one</strong> </span><span class=""fontstyle0"">of those effects (you may also choose an effect that doesn't match the current sections of your </span><span class=""fontstyle2""><strong>Growth Clock</strong></span><span class=""fontstyle0"">).</span></p><p><span class=""fontstyle0"">Additionally, if you have acquired the </span><span class=""fontstyle2"">@UUID[Compendium.projectfu.skills.Item.ilAq8Q2OSE3oCVdi]{Verdant Sway} </span><span class=""fontstyle0"">Skill, your Rituals can now also influence and control </span><span class=""fontstyle2""><strong>soldier</strong></span><span class=""fontstyle0"">-Rank creatures belonging to the </span><span class=""fontstyle2""><strong>plant</strong> </span><span class=""fontstyle0"">Species (but you are still unable to </span><span class=""fontstyle2""><strong>create</strong> </span><span class=""fontstyle0"">them).</span></p><hr /><ul><li><p><strong>You Spend:</strong> @LOSS[20 mp]<strong><br style=""font-style:normal;font-variant:normal;font-weight:normal;letter-spacing:normal;line-height:normal;orphans:2;text-align:-webkit-auto;text-indent:0px;text-transform:none;white-space:normal;widows:2;word-spacing:0px;-webkit-text-size-adjust:auto;-webkit-text-stroke-width:0px"" /></strong></p></li></ul>",
Greater Ecdysis,
"<blockquote><p><strong>Requirements: </strong>you must have mastered the <strong>Mutant</strong> Class.</p></blockquote><p>When you use the @UUID[Compendium.projectfu.skills.Item.ij6vcA9nnD915bgI]{Ecdysis} Skill, you may also choose one or both options: you recover from all status effects, <strong>and/or</strong> if you are affected by one or more spells with a <strong>duration </strong>of “Scene”, you are no longer affected by any of those spells.</p>",
Greater Theriomorphosis,
"<blockquote><p><strong>Requirements:</strong> you must have mastered the Mutant Class.</p></blockquote><p>When you use the @UUID[Compendium.projectfu.skills.Item.pmwdU2AGU0JtrWw8]{Theriomorphosis} Skill on your turn during a conflict, if this <strong>did not</strong> happen through the <strong>Genoclepsis</strong> Skill, you may manifest the effects of <strong>up to three therioforms</strong> from those you have learned (instead of two); then, you may immediately perform an additional action. This additional action <strong>cannot</strong> be used for the <strong>Theriomorphosis</strong> Skill.</p>",
Green Thumb,
"<blockquote><p><strong>Requirements:</strong> you must have mastered the <strong>Floralist</strong> Class</p></blockquote><p>When <strong>you fill 1 or more sections of your Growth Clock</strong>, you may choose one option: you fill <strong>1 additional section</strong> of your Growth Clock; <strong>or</strong> you fill <strong>1 fewer section</strong> of your Growth Clock (to a minimum of 0 sections filled). If you do, you cannot use this effect again until after your <strong>Growth Clock</strong> has become completely empty.</p><p>Additionally, damage dealt by your <strong>magiseeds</strong> ignores Resistances.</p>",
Harvester of Sorrow,
"<blockquote><p><strong>Requirements:</strong> you must have mastered one or more Classes among <strong>Entropist </strong>and <strong>Necromancer</strong>, and must have learned both the <strong>Drain Spirit</strong> and <strong>Drain Vigor</strong> spells.</p></blockquote><p>When you cast the @UUID[Compendium.projectfu.spells.Item.300SqWOqTrc7Qb3L]{Drain Spirit} or @UUID[Compendium.projectfu.spells.Item.HCknXFHu7q0bJ2Cg]{Drain Vigor} spells, the amount of Mind Points or Hit Points you recover is <strong>equal </strong>to the MP or HP loss suffered by the target, respectively (instead of being halved).</p><p>Additionally, your <strong>Drain Spirit</strong> causes the target to lose<strong>【HR + 20】</strong> Mind Points if you are <strong>level 20 or higher</strong>, or <strong>【HR + 25】</strong> Mind Points if you are <strong>level 40 or higher</strong>, instead of the normal<strong>【HR + 15】</strong>.</p>",
Heartbreaker,
"<blockquote><p><strong>Requirements: </strong>you must have mastered the <strong>Darkblade </strong>Class.</p></blockquote><p>When you hit a creature with an attack, if that attack <strong>only </strong>targeted that creature and you have a <strong>Bond </strong>towards them, you may choose to spend half of your current Hit Points, rounded down. If you do, the attack deals extra damage equal to <strong>【10 multiplied by the strength of your Bond towards the target】</strong>.</p><p>You may use this Skill only on your turn during a conflict, and <strong>only once per turn</strong>.</p><hr /><ul><li><p><strong>You Lose:</strong> @LOSS[@source.level.value/2 hp]</p></li><li><p><strong>Target Loses:</strong> @DMG[10 untyped]{1 Bond: 10 Untyped}, @DMG[20 untyped]{2 Bond: 20 Untyped}, or @DMG[30 untyped]{3 Bond: 30 Untyped}</p></li></ul>",
Heroic Companion,
"<blockquote><p><strong>Requirements:</strong> you must have mastered the <strong>Wayfarer</strong> Class, and must have acquired the <strong>Faithful Companion</strong> Skill.</p></blockquote><p>Your bond with your companion grows stronger. You gain the following benefits:</p><ul><li>The companion's maximum Hit Points increase by 10.</li><li>Choose one of the companion's Attributes: <strong>Dexterity</strong>, <strong>Insight</strong>, <strong>Might</strong>, or <strong>Willpower</strong>. The chosen Attribute is permanently increased by one die size (up to a maximum size of <strong>d12</strong>).</li><li>The companion gains an additional Skill. When you reach level <strong>40</strong>, or if you have already reached it, the companion gains an additional Skill. Make sure to discuss your Skill choices with the Game Master and the other Players.</li></ul><hr /><ul><li><p><strong>Companion Receives:</strong> @UUID[Compendium.projectfu.heroic-skills.Item.qZPjSnXWgwN7Wg0t]{Effect: Heroic Companion}</p></li><li><p>Then, navigate to the active effect's ""<strong>Effects</strong>"" tab, choose one attribute to increase, and remove the rest.</p></li></ul>",
Hit the Nerve,
"<blockquote><p><strong>Requirements: </strong>you must have mastered one or more Classes among <strong>Chanter</strong> (<strong>High Fantasy</strong>, page <strong>136</strong>) and <strong>Orator</strong>, and must have acquired the <strong>Condemn</strong> Skill.</p></blockquote><p>When you successfully use the @UUID[Compendium.projectfu.skills.Item.DtEiCkDsC1amYABn]{Condemn} Skill against an enemy you know <strong>one or more Traits of</strong>, you recover an amount of Mind Points equal to <strong>half</strong> the amount of MP lost by the target, and you may have them suffer <strong>enraged</strong> instead of the normal status effects.</p><p>Additionally, when you perform an <strong>Opposed Check</strong> against an <strong>enraged</strong> creature, or an <strong>Accuracy Check or Magic Check</strong> for an attack or offensive spell ( @ICON[offensive] ) that includes one or more <strong>enraged</strong> creatures among its targets, you trigger a <strong>critical success</strong> when both dice show the same number (as long as the Check is not a <strong>fumble</strong>)</p><hr /><ul><li><p><strong>You Recover</strong>: @LOSS[(&amp;sl('condemn')*10)/2 mp]</p></li><li><p><strong>Target Suffers:</strong> @EFFECT[enraged]</p></li></ul>",
Hope,
"<blockquote><p><strong>Requirements:</strong> you must have mastered the <strong>Spiritist</strong> Class.</p></blockquote><p>You learn the ultimate <strong>Spiritist</strong> spell: <strong>Hope</strong>.</p><table style=""width:93.4884%"" border=""1""><colgroup><col style=""width:11.9601%""></col><col style=""width:14.9463%""></col><col style=""width:26.2497%""></col><col style=""width:46.8439%""></col></colgroup><tbody><tr><td style=""text-align:center""><strong>Hope</strong></td><td style=""text-align:center""><strong>MP: </strong>40</td><td style=""text-align:center""><strong>Target: </strong>Special</td><td style=""text-align:center""><strong>Duration: </strong>Instantaneous</td></tr></tbody></table><p>You rekindle the flames of courage and hope within a defeated hero. Choose a Player Character who <strong>surrendered</strong> but is still present on the scene: that Player Character immediately regains consciousness and recovers an amount of Hit Points equal to their <strong>Crisis</strong> score. Note that this spell will not undo the <strong>consequences</strong> of the character's surrender and is of no use if the character left the scene as part of their surrender — such as if they were captured and dragged away, or if they were trapped in a parallel dimension, and so on.</p><p>A Player Character may only be affected by this spell once per scene; if a character is brought back into the conflict by this spell and is subsequently reduced to 0 Hit Points again, they must <strong>sacrifice</strong> themselves or <strong>surrender</strong> as per the normal rules (including a new <strong>consequence</strong> and 2 more Fabula Points if they surrender).</p><hr /><p>Add the @UUID[Compendium.projectfu.spells.Item.xp65Fb9BoQuEN6hC]{Hope} spell to your character sheet from the <strong>Spiritist</strong> spell list.</p>",
